bmi,labels,abandoned,merged
0.88,13-Q3,1150,4786
0.78,13-Q4,1188,3725
0.8,14-Q1,1697,4550
0.71,14-Q2,875,3511
0.75,14-Q3,1015,4808
0.7,14-Q4,752,3792
0.76,15-Q1,934,5366
0.71,15-Q2,572,3162
