bmi,labels,abandoned,merged
0.87,13-Q3,1078,4396
0.77,13-Q4,1099,3297
0.79,14-Q1,1590,3955
0.7,14-Q2,747,2924
0.72,14-Q3,912,3952
0.69,14-Q4,700,3232
0.74,15-Q1,830,4363
0.72,15-Q2,825,3885
