bmi,labels,abandoned,merged
0.9,13-Q3,52,299
0.85,13-Q4,53,236
0.85,14-Q1,69,339
0.77,14-Q2,80,254
0.64,14-Q3,39,219
0.82,14-Q4,102,644
0.83,15-Q1,140,913
0.84,15-Q2,149,1165
