medianpatchsets,labels,meanpatchsets
3.0,13-Q3,4.83
2.0,13-Q4,5.49
3.0,14-Q1,5.41
3.0,14-Q2,5.46
3.0,14-Q3,5.05
3.0,14-Q4,4.58
3.0,15-Q1,4.51
2.0,15-Q2,3.63
