meantime,labels,mediantime
0.0,13-Q3,0.0
0.0,13-Q4,0.0
0.0,14-Q1,0.0
0.0,14-Q2,0.0
0.0,14-Q3,0.0
1.45,14-Q4,0.15
0.38,15-Q1,0.07
1.46,15-Q2,0.15
