medianpatchsets,labels,meanpatchsets
2.0,13-Q3,3.41
2.0,13-Q4,4.23
2.0,14-Q1,4.15
2.0,14-Q2,4.56
2.0,14-Q3,4.59
2.0,14-Q4,4.09
2.0,15-Q1,4.22
2.0,15-Q2,3.99
