labels,opened,closed
13-Q3,3543,2285
13-Q4,3350,1883
14-Q1,3917,2512
14-Q2,3197,1848
14-Q3,3820,2745
14-Q4,2636,1676
15-Q1,3310,2348
15-Q2,2218,1500
