meantime,labels,mediantime
1.83,13-Q3,0.38
2.66,13-Q4,0.41
4.44,14-Q1,0.88
4.18,14-Q2,0.84
4.79,14-Q3,0.88
3.32,14-Q4,0.54
3.15,15-Q1,0.39
2.74,15-Q2,0.31
