medianpatchsets,labels,meanpatchsets
2.0,13-Q3,2.56
2.0,13-Q4,3.77
2.0,14-Q1,2.85
2.0,14-Q2,3.17
2.0,14-Q3,2.87
2.0,14-Q4,3.99
2.0,15-Q1,3.62
2.0,15-Q2,2.75
