medianpatchsets,labels,meanpatchsets
nan,13-Q3,nan
3.0,13-Q4,3.86
3.0,14-Q1,3.72
2.0,14-Q2,2.76
3.0,14-Q3,3.97
2.0,14-Q4,3.17
3.0,15-Q1,3.67
2.0,15-Q2,2.66
