bmi,labels,abandoned,merged
0.92,13-Q3,15,100
0.87,13-Q4,45,219
0.84,14-Q1,47,259
0.79,14-Q2,62,258
0.89,14-Q3,46,291
0.79,14-Q4,20,180
0.81,15-Q1,39,357
0.8,15-Q2,57,347
