medianpatchsets,labels,meanpatchsets
2.0,13-Q3,3.29
2.0,13-Q4,3.2
2.0,14-Q1,3.64
2.0,14-Q2,4.41
3.0,14-Q3,4.47
3.0,14-Q4,4.39
2.0,15-Q1,4.08
2.0,15-Q2,3.77
