medianpatchsets,labels,meanpatchsets
1.0,13-Q3,2.37
2.0,13-Q4,3.06
2.0,14-Q1,2.82
2.0,14-Q2,2.67
2.0,14-Q3,2.75
2.0,14-Q4,3.0
2.0,15-Q1,2.85
1.0,15-Q2,2.73
