meantime,labels,mediantime
9.73,13-Q3,1.09
8.09,13-Q4,0.91
9.26,14-Q1,1.51
10.0,14-Q2,1.86
8.27,14-Q3,1.35
11.55,14-Q4,1.91
8.82,15-Q1,0.95
8.56,15-Q2,0.93
