commits,authors
21,Stanislaw Pitucha
13,Tristan Cacqueray
11,Ian Cordasco
10,Tim Kelsey
5,Jeremy Stanley
4,Travis McPeak
2,Dave Walker (Daviey)
2,Jamie Finnigan
2,Jelle van der Waa
1,Dave Belcher
