medianpatchsets,labels,meanpatchsets
2.0,13-Q3,2.25
1.0,13-Q4,1.65
2.0,14-Q1,2.33
2.0,14-Q2,3.25
2.0,14-Q3,2.97
3.0,14-Q4,3.8
3.0,15-Q1,3.61
2.0,15-Q2,2.59
