commits,authors
77,Sean Dague
42,Matthew Treinish
16,Ian Wienand
11,Andrea Frittoli
11,Ken'ichi Ohmichi
8,David Kranz
5,Dan Smith
5,Matt Riedemann
4,Davanum Srinivas
4,Jeremy Stanley
