meantime,labels,mediantime
3.77,13-Q3,0.22
4.19,13-Q4,0.6
1.82,14-Q1,0.26
1.29,14-Q2,0.28
2.34,14-Q3,0.4
3.2,14-Q4,0.6
2.9,15-Q1,0.53
2.73,15-Q2,0.49
