bmi,labels,abandoned,merged
0.9,13-Q3,80,348
0.85,13-Q4,41,206
0.85,14-Q1,78,279
0.74,14-Q2,36,170
0.79,14-Q3,40,194
0.79,14-Q4,32,182
0.86,15-Q1,27,220
0.79,15-Q2,25,204
