bmi,labels,abandoned,merged
0.83,13-Q3,322,1083
0.71,13-Q4,367,750
0.74,14-Q1,538,758
0.62,14-Q2,189,626
0.7,14-Q3,230,911
0.63,14-Q4,238,663
0.67,15-Q1,239,826
0.59,15-Q2,155,581
