bmi,labels,abandoned,merged
0.96,13-Q3,57,666
0.98,13-Q4,67,1105
0.98,14-Q1,81,1070
0.98,14-Q2,69,1024
0.96,14-Q3,77,1324
0.94,14-Q4,60,866
0.93,15-Q1,84,985
0.94,15-Q2,83,976
