meantime,labels,mediantime
0.94,13-Q3,0.1
3.21,13-Q4,0.8
4.05,14-Q1,0.89
7.82,14-Q2,1.15
9.26,14-Q3,3.68
5.36,14-Q4,1.49
6.05,15-Q1,0.81
8.02,15-Q2,2.08
