medianpatchsets,labels,meanpatchsets
2.0,13-Q3,4.12
2.0,13-Q4,4.01
2.0,14-Q1,4.33
2.0,14-Q2,4.92
2.0,14-Q3,5.12
3.0,14-Q4,5.51
3.0,15-Q1,5.76
3.0,15-Q2,4.77
