medianpatchsets,labels,meanpatchsets
2.0,13-Q3,4.46
3.0,13-Q4,5.21
3.0,14-Q1,5.53
3.0,14-Q2,5.94
3.0,14-Q3,6.1
3.0,14-Q4,6.02
3.0,15-Q1,6.02
3.0,15-Q2,4.97
