commits,labels,submitted
4378,13-Q3,5470
3544,13-Q4,4862
4255,14-Q1,5868
3465,14-Q2,4545
4320,14-Q3,5991
3527,14-Q4,5162
4055,15-Q1,6307
1842,15-Q2,3955
