medianpatchsets,labels,meanpatchsets
1.0,13-Q3,2.02
1.0,13-Q4,1.97
2.0,14-Q1,2.93
2.0,14-Q2,3.71
2.0,14-Q3,4.41
2.0,14-Q4,3.82
2.0,15-Q1,3.19
2.0,15-Q2,3.45
