meantime,labels,mediantime
12.49,13-Q3,0.3
7.31,13-Q4,0.63
8.36,14-Q1,1.08
6.18,14-Q2,0.56
4.68,14-Q3,0.66
4.79,14-Q4,0.56
3.39,15-Q1,0.46
3.75,15-Q2,0.31
