medianpatchsets,labels,meanpatchsets
3.0,13-Q3,3.88
3.0,13-Q4,4.7
2.0,14-Q1,3.55
2.0,14-Q2,3.69
2.0,14-Q3,3.3
2.0,14-Q4,4.1
3.0,15-Q1,5.26
2.0,15-Q2,4.21
