commits,id,authors
407,342,Ihar Hrachyshka
404,194,Andreas Jaeger
397,567,Kevin Benton
337,49,Sean Dague
292,7,Clark Boylan
250,1,Monty Taylor
220,15,James E. Blair
215,419,Salvatore Orlando
213,361,Christian Berendt
209,477,Armando Migliaccio
