commits,authors
10,Samuel Merritt
9,Alistair Coles
9,Mike Barton
8,Clay Gerrard
7,Christian Schwede
6,Kota Tsuyuzaki
5,John Dickinson
3,Emmanuel Cazenave
2,Andreas Jaeger
2,Paul Luse
