meantime,labels,mediantime
20.6,13-Q3,0.37
9.19,13-Q4,0.78
9.21,14-Q1,0.85
10.92,14-Q2,0.83
10.38,14-Q3,0.81
17.11,14-Q4,1.01
10.93,15-Q1,0.84
11.2,15-Q2,0.91
