meantime,labels,mediantime
0.51,13-Q3,0.04
3.39,13-Q4,0.76
3.04,14-Q1,0.14
3.53,14-Q2,0.28
2.6,14-Q3,0.35
1.22,14-Q4,0.17
0.95,15-Q1,0.12
2.08,15-Q2,0.36
