meantime,labels,mediantime
3.55,13-Q3,0.46
5.31,13-Q4,0.6
7.94,14-Q1,0.93
13.14,14-Q2,1.25
9.3,14-Q3,0.68
6.42,14-Q4,0.57
4.87,15-Q1,0.58
4.25,15-Q2,0.4
