meantime,labels,mediantime
3.32,13-Q3,0.5
2.52,13-Q4,0.6
4.43,14-Q1,0.66
3.63,14-Q2,0.63
2.74,14-Q3,0.35
3.84,14-Q4,0.3
1.99,15-Q1,0.24
1.97,15-Q2,0.34
