meantime,labels,mediantime
10.14,13-Q3,4.26
12.8,13-Q4,4.76
18.25,14-Q1,7.01
18.8,14-Q2,6.39
24.44,14-Q3,7.88
20.64,14-Q4,5.9
22.72,15-Q1,5.99
19.27,15-Q2,4.97
