meantime,labels,mediantime
3.36,13-Q3,0.3
3.58,13-Q4,0.67
3.95,14-Q1,0.5
3.9,14-Q2,0.55
2.72,14-Q3,0.37
3.21,14-Q4,0.4
1.83,15-Q1,0.26
2.63,15-Q2,0.39
