commits,authors
124,Jeremy Stanley
62,Ramy Asselin
50,James E. Blair
42,Tony Breeds
37,Matt Riedemann
32,Clark Boylan
32,Michael Krotscheck
27,Monty Taylor
24,Joe Gordon
23,Andreas Jaeger
