medianpatchsets,labels,meanpatchsets
2.0,13-Q3,3.26
2.0,13-Q4,3.52
3.0,14-Q1,4.37
3.0,14-Q2,5.81
3.0,14-Q3,5.97
3.0,14-Q4,5.96
3.0,15-Q1,6.39
3.0,15-Q2,5.94
