bmi,labels,abandoned,merged
0.97,13-Q3,57,498
0.96,13-Q4,62,530
0.84,14-Q1,123,728
0.78,14-Q2,207,493
0.83,14-Q3,116,572
0.76,14-Q4,43,355
0.78,15-Q1,43,288
0.8,15-Q2,71,383
