meantime,labels,mediantime
6.5,13-Q3,0.49
5.9,13-Q4,0.73
6.53,14-Q1,0.81
6.94,14-Q2,0.79
6.0,14-Q3,0.73
6.05,14-Q4,0.74
5.17,15-Q1,0.56
5.54,15-Q2,0.53
