medianpatchsets,labels,meanpatchsets
1.0,13-Q3,2.2
2.0,13-Q4,2.48
1.0,14-Q1,2.46
2.0,14-Q2,2.45
2.0,14-Q3,3.12
2.0,14-Q4,3.21
2.0,15-Q1,2.9
1.0,15-Q2,3.03
