medianpatchsets,labels,meanpatchsets
2.0,13-Q3,3.2
2.0,13-Q4,3.78
3.0,14-Q1,5.0
3.0,14-Q2,6.45
4.0,14-Q3,6.94
3.0,14-Q4,5.09
3.0,15-Q1,4.91
2.0,15-Q2,3.97
