medianpatchsets,labels,meanpatchsets
1.0,13-Q3,1.74
1.0,13-Q4,1.86
1.0,14-Q1,1.95
1.0,14-Q2,2.02
1.0,14-Q3,1.81
1.0,14-Q4,1.7
1.0,15-Q1,2.01
1.0,15-Q2,2.71
