meantime,labels,mediantime
6.7,13-Q3,0.62
6.02,13-Q4,0.67
6.09,14-Q1,0.69
6.29,14-Q2,0.7
7.44,14-Q3,0.93
9.7,14-Q4,0.96
10.79,15-Q1,0.91
13.18,15-Q2,0.98
