meantime,labels,mediantime
6.91,13-Q3,2.45
7.41,13-Q4,3.02
15.73,14-Q1,6.07
23.15,14-Q2,7.0
20.73,14-Q3,5.59
16.27,14-Q4,3.74
18.15,15-Q1,5.32
18.77,15-Q2,5.35
