bmi,labels,abandoned,merged
0.99,13-Q3,13,262
0.99,13-Q4,10,169
0.86,14-Q1,27,94
0.93,14-Q2,26,304
0.9,14-Q3,34,164
0.84,14-Q4,23,85
0.9,15-Q1,44,178
0.88,15-Q2,49,296
