bmi,labels,abandoned,merged
1.0,13-Q3,141,562
0.71,13-Q4,100,330
0.77,14-Q1,195,437
0.73,14-Q2,99,525
0.65,14-Q3,166,544
0.7,14-Q4,119,539
0.82,15-Q1,244,1271
0.81,15-Q2,263,1320
