medianpatchsets,labels,meanpatchsets
2.0,12-Q4,3.55
2.0,13-Q1,3.87
3.0,13-Q2,4.67
3.5,13-Q3,6.03
3.0,13-Q4,6.37
4.0,14-Q1,6.47
4.0,14-Q2,6.25
3.0,14-Q3,5.88
