medianpatchsets,labels,meanpatchsets
1.0,12-Q4,2.12
2.0,13-Q1,3.55
2.0,13-Q2,3.32
3.0,13-Q3,4.88
3.0,13-Q4,5.56
3.0,14-Q1,6.49
4.0,14-Q2,7.77
4.0,14-Q3,7.31
