bmi,labels,abandoned,merged
0.86,12-Q4,160,838
0.94,13-Q1,195,1082
0.75,13-Q2,213,810
0.83,13-Q3,298,1010
0.7,13-Q4,323,682
0.74,14-Q1,504,694
0.59,14-Q2,171,552
0.7,14-Q3,223,853
