bmi,labels,abandoned,merged
0.0,12-Q4,6,30
0.0,13-Q1,29,70
0.0,13-Q2,37,276
0.54,13-Q3,57,498
0.96,13-Q4,62,530
0.85,14-Q1,123,728
0.76,14-Q2,207,491
0.83,14-Q3,116,566
