medianpatchsets,labels,meanpatchsets
1.0,12-Q4,1.46
1.0,13-Q1,1.79
2.0,13-Q2,2.5
2.0,13-Q3,3.2
2.0,13-Q4,3.74
3.0,14-Q1,4.97
3.0,14-Q2,6.38
3.0,14-Q3,6.59
