commits,authors
33,Dean Troyer
13,Ian Wienand
13,Sean Dague
8,Adam Gandelman
8,Bob Ball
7,Brant Knudson
6,Jim Rollenhagen
6,Joe Gordon
6,Steve Baker
5,afazekas
