bmi,labels,abandoned,merged
0.89,12-Q4,16,74
0.93,13-Q1,62,272
0.93,13-Q2,61,192
0.82,13-Q3,122,304
0.8,13-Q4,168,344
0.81,14-Q1,175,527
0.66,14-Q2,92,281
0.65,14-Q3,79,274
