commits,authors
54,Dougal Matthews
41,Petr Blaho
38,Steve Kowalik
36,rbtcollins
30,Jay Dobies
29,James Slagle
27,Dan Prince
27,Derek Higgins
27,Giulio
23,Jan Provaznik
