bmi,labels,abandoned,merged
0.92,12-Q4,25,132
0.87,13-Q1,30,127
0.9,13-Q2,44,135
0.83,13-Q3,42,193
0.8,13-Q4,40,151
0.85,14-Q1,53,159
0.72,14-Q2,87,110
0.77,14-Q3,45,118
