commits,id,authors
217,512,Kiall Mac Innes
196,15,James E. Blair
134,908,Zane Bitter
130,7,Clark Boylan
130,516,rbtcollins
127,10,Mark McLoughlin
115,138,Anne Gentle
112,1,Monty Taylor
109,887,Steve Baker
109,896,Steven Hardy
