labels,opened,closed
12-Q4,1172,774
13-Q1,2076,1473
13-Q2,2223,1351
13-Q3,3418,2165
13-Q4,3342,1843
14-Q1,3933,2521
14-Q2,3263,1877
14-Q3,3865,2726
