medianpatchsets,labels,meanpatchsets
1.0,12-Q4,1.61
1.0,13-Q1,2.15
1.0,13-Q2,2.11
1.5,13-Q3,2.49
2.0,13-Q4,2.66
2.0,14-Q1,2.76
2.0,14-Q2,2.99
2.0,14-Q3,3.13
