bmi,labels,abandoned,merged
0.13,12-Q4,42,121
0.93,13-Q1,61,131
0.91,13-Q2,99,134
0.91,13-Q3,114,810
0.89,13-Q4,106,675
0.9,14-Q1,177,993
0.81,14-Q2,152,929
0.82,14-Q3,135,866
