medianpatchsets,labels,meanpatchsets
nan,12-Q4,nan
1.0,13-Q1,1.3
1.0,13-Q2,1.94
2.0,13-Q3,3.25
2.0,13-Q4,3.23
2.0,14-Q1,3.73
2.0,14-Q2,2.85
2.0,14-Q3,3.47
