labels,opened,closed
12-Q4,1024,676
13-Q1,1838,1315
13-Q2,1965,1180
13-Q3,2979,1908
13-Q4,2838,1551
14-Q1,3278,2077
14-Q2,2661,1498
14-Q3,3266,2254
