meantime,labels,mediantime
3.5,12-Q4,1.46
8.07,13-Q1,2.17
10.91,13-Q2,4.44
8.58,13-Q3,3.04
10.52,13-Q4,3.61
13.21,14-Q1,3.07
12.06,14-Q2,3.29
22.84,14-Q3,5.16
