meantime,labels,mediantime
nan,12-Q4,nan
3.82,13-Q1,1.96
4.39,13-Q2,2.9
5.01,13-Q3,1.88
7.46,13-Q4,2.9
9.46,14-Q1,4.5
11.68,14-Q2,3.18
10.1,14-Q3,3.15
